Period,Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2018-2019,503,-1,577,0,106.9474962,Pocillopora_dead,born,none
2018-2019,503,-1,580,0,239.6009615,Pocillopora_dead,born,none
2018-2019,912,-1,582,0,27.56337539,Pocillopora_dead,born,none
2018-2019,503,-1,583,0,196.1740926,Pocillopora_dead,born,none
2018-2019,913,-1,587,0,13.31289258,Pocillopora,born,none
2018-2019,503,-1,589,0,11.24663922,Pocillopora_dead,born,none
2018-2019,914,-1,599,0,40.56966263,Pocillopora,born,none
2018-2019,782,-1,602,0,88.99553156,Pocillopora_dead,born,none
2018-2019,782,-1,603,0,345.335367,Pocillopora_dead,born,none
2018-2019,503,-1,606,0,42.26710087,Pocillopora_dead,born,none
2018-2019,915,-1,607,0,86.21386575,Pocillopora_dead,born,none
2018-2019,774,-1,609,0,22.27998778,Pocillopora_dead,born,none
2018-2019,503,-1,611,0,247.2483207,Pocillopora_dead,born,none
2018-2019,916,-1,612,0,41.0229053,Pocillopora_dead,born,none
2018-2019,782,-1,613,0,568.5840439,Pocillopora_dead,born,none
2018-2019,917,-1,614,0,48.96798271,Pocillopora,born,none
2018-2019,503,-1,615,0,543.535721,Pocillopora_dead,born,none
2018-2019,918,-1,617,0,20.60476732,Pocillopora,born,none
2018-2019,539,-1,620,0,191.9927068,Pocillopora_dead,born,none
2018-2019,774,-1,622,0,153.1293695,Pocillopora_dead,born,none
2018-2019,919,-1,625,0,35.6684208,Pocillopora,born,none
2018-2019,920,-1,629,0,34.58863679,Pocillopora_dead,born,none
2018-2019,774,-1,631,0,37.2903186,Pocillopora_dead,born,none
2018-2019,762,-1,638,0,346.3840461,Pocillopora_dead,born,none
2018-2019,782,-1,642,0,628.7720045,Pocillopora_dead,born,none
2018-2019,782,-1,644,0,76.84685055,Pocillopora_dead,born,none
2018-2019,921,-1,647,0,224.8661311,Pocillopora_dead,born,none
2018-2019,503,-1,653,0,291.6661025,Pocillopora_dead,born,none
2018-2019,503,-1,655,0,25.71485626,Pocillopora_dead,born,none
2018-2019,922,-1,658,0,66.08011533,Pocillopora_dead,born,none
2018-2019,921,-1,661,0,266.3511662,Pocillopora_dead,born,none
2018-2019,923,-1,664,0,14.65928992,Pocillopora_dead,born,none
2018-2019,923,-1,672,0,58.48163525,Pocillopora_dead,born,none
2018-2019,924,-1,674,0,46.39516402,Pocillopora_dead,born,none
2018-2019,503,-1,677,0,814.5792819,Pocillopora_dead,born,none
2018-2019,503,-1,678,0,46.91061647,Pocillopora_dead,born,none
2018-2019,925,-1,679,0,28.90532918,Pocillopora,born,none
2018-2019,923,-1,680,0,676.5846628,Pocillopora_dead,born,none
2018-2019,926,-1,686,0,71.54124516,Pocillopora_dead,born,none
2018-2019,927,-1,688,0,352.2717573,Pocillopora_dead,born,none
2018-2019,928,-1,689,0,83.76546662,Pocillopora_dead,born,none
2018-2019,929,-1,694,0,317.4342814,Pocillopora,born,none
2018-2019,573,-1,695,0,189.2021539,Pocillopora_dead,born,none
2018-2019,930,-1,696,0,28.58539317,Pocillopora_dead,born,none
2018-2019,931,-1,699,0,42.88031154,Pocillopora_dead,born,none
2018-2019,932,-1,705,0,34.60196746,Pocillopora,born,none
2018-2019,573,-1,708,0,151.0542291,Pocillopora_dead,born,none
2018-2019,933,-1,711,0,62.76966641,Pocillopora,born,none
2018-2019,934,-1,712,0,143.1447001,Pocillopora_dead,born,none
2018-2019,935,-1,714,0,212.8063212,Pocillopora_dead,born,none
2018-2019,936,-1,716,0,61.64100328,Pocillopora_dead,born,none
2018-2019,937,-1,720,0,55.064541,Pocillopora_dead,born,none
2018-2019,938,-1,721,0,27.79888383,Pocillopora_dead,born,none
2018-2019,939,-1,723,0,365.673521,Pocillopora_dead,born,none
2018-2019,940,-1,726,0,6.496478287,Pocillopora,born,none
2018-2019,941,-1,728,0,9.540313873,Pocillopora,born,none
2018-2019,942,-1,731,0,23.13759401,Pocillopora_dead,born,none
2018-2019,943,-1,732,0,58.22390903,Pocillopora,born,none
2018-2019,944,-1,733,0,47.59936759,Pocillopora_dead,born,none
2018-2019,945,-1,734,0,19.50720908,Pocillopora,born,none
2018-2019,946,-1,735,0,35.1885168,Pocillopora,born,none
2018-2019,595,1,-1,80.12175102,0,Pocillopora,dead,none
2018-2019,627,2,-1,13.30400547,0,Pocillopora,dead,none
2018-2019,4,7,-1,72.69656962,0,Pocillopora,dead,none
2018-2019,628,8,-1,15.49912193,0,Pocillopora_dead,dead,none
2018-2019,629,9,-1,19.7960402,0,Pocillopora,dead,none
2018-2019,630,10,-1,3.674820481,0,Pocillopora,dead,none
2018-2019,631,11,-1,21.48903488,0,Pocillopora_dead,dead,none
2018-2019,11,15,-1,196.2985122,0,Pocillopora,dead,none
2018-2019,28,19,-1,422.1733304,0,Pocillopora,dead,none
2018-2019,7,21,-1,458.5305024,0,Pocillopora,dead,none
2018-2019,4,22,-1,178.1110391,0,Pocillopora,dead,none
2018-2019,17,23,-1,18.54740107,0,Pocillopora,dead,none
2018-2019,633,24,-1,19.76937886,0,Pocillopora_dead,dead,none
2018-2019,9,28,-1,178.8708871,0,Pocillopora,dead,none
2018-2019,23,30,-1,401.6752085,0,Pocillopora,dead,none
2018-2019,27,32,-1,404.7812538,0,Pocillopora,dead,none
2018-2019,17,34,-1,26.29696204,0,Pocillopora,dead,none
2018-2019,31,35,-1,23.31977979,0,Pocillopora_dead,dead,none
2018-2019,634,39,-1,43.72903066,0,Pocillopora,dead,none
2018-2019,40,46,-1,89.81758934,0,Pocillopora_dead,dead,none
2018-2019,336,50,-1,19.27614419,0,Acropora,dead,none
2018-2019,45,53,-1,8.722699643,0,Pocillopora,dead,none
2018-2019,50,56,-1,95.20317873,0,Pocillopora,dead,none
2018-2019,54,61,-1,44.58219333,0,Pocillopora,dead,none
2018-2019,637,62,-1,4.652402713,0,Pocillopora,dead,none
2018-2019,50,65,-1,9.526983206,0,Pocillopora,dead,none
2018-2019,638,66,-1,85.24072707,0,Pocillopora_dead,dead,none
2018-2019,593,68,-1,9.540313873,0,Pocillopora,dead,none
2018-2019,639,69,-1,325.1305197,0,Pocillopora_dead,dead,none
2018-2019,62,72,-1,340.3985767,0,Pocillopora,dead,none
2018-2019,47,75,-1,105.8988171,0,Pocillopora,dead,none
2018-2019,50,76,-1,3.66593337,0,Pocillopora,dead,none
2018-2019,640,77,-1,71.18576071,0,Pocillopora_dead,dead,none
2018-2019,641,81,-1,54.59796766,0,Pocillopora,dead,none
2018-2019,642,83,-1,38.92554706,0,Pocillopora_dead,dead,none
2018-2019,643,84,-1,12.41529435,0,Pocillopora,dead,none
2018-2019,76,85,-1,72.78544073,0,Pocillopora,dead,none
2018-2019,644,86,-1,7.087471182,0,Pocillopora_dead,dead,none
2018-2019,75,89,-1,123.6019426,0,Pocillopora,dead,none
2018-2019,42,90,-1,36.89484215,0,Pocillopora,dead,none
2018-2019,70,92,-1,59.75693571,0,Pocillopora,dead,none
2018-2019,73,94,-1,231.0915525,0,Pocillopora,dead,none
2018-2019,79,95,-1,385.8783683,0,Pocillopora,dead,none
2018-2019,80,98,-1,218.8095649,0,Pocillopora,dead,none
2018-2019,646,99,-1,108.0850464,0,Pocillopora,dead,none
2018-2019,87,100,-1,81.83251993,0,Pocillopora,dead,none
2018-2019,647,102,-1,11.21109078,0,Pocillopora,dead,none
2018-2019,58,104,-1,84.04541062,0,Pocillopora_dead,dead,none
2018-2019,83,105,-1,135.9905756,0,Pocillopora,dead,none
2018-2019,85,106,-1,216.8721746,0,Pocillopora,dead,none
2018-2019,81,107,-1,868.3507482,0,Pocillopora,dead,none
2018-2019,64,108,-1,15.53022682,0,Pocillopora,dead,none
2018-2019,86,110,-1,452.6205734,0,Pocillopora,dead,none
2018-2019,64,114,-1,2.812770695,0,Pocillopora,dead,none
2018-2019,93,115,-1,375.9914571,0,Pocillopora,dead,none
2018-2019,649,116,-1,55.424469,0,Pocillopora,dead,none
2018-2019,84,117,-1,54.50020943,0,Pocillopora_dead,dead,none
2018-2019,650,120,-1,5.92770317,0,Pocillopora,dead,none
2018-2019,651,121,-1,24.52398336,0,Pocillopora_dead,dead,none
2018-2019,598,123,-1,41.0628973,0,Pocillopora,dead,none
2018-2019,652,126,-1,17.42762506,0,Pocillopora,dead,none
2018-2019,653,127,-1,24.8794678,0,Pocillopora,dead,none
2018-2019,106,130,-1,64.58708065,0,Pocillopora,dead,none
2018-2019,98,131,-1,43.94232133,0,Pocillopora,dead,none
2018-2019,104,132,-1,295.6786332,0,Pocillopora,dead,none
2018-2019,101,135,-1,63.52951441,0,Pocillopora,dead,none
2018-2019,103,136,-1,161.6165607,0,Pocillopora,dead,none
2018-2019,654,138,-1,28.22102162,0,Pocillopora_dead,dead,none
2018-2019,110,142,-1,85.10297685,0,Pocillopora,dead,none
2018-2019,112,143,-1,496.7273063,0,Pocillopora,dead,none
2018-2019,115,144,-1,612.7218817,0,Pocillopora,dead,none
2018-2019,656,148,-1,11.29107478,0,Pocillopora_dead,dead,none
2018-2019,657,150,-1,19.62718509,0,Pocillopora_dead,dead,none
2018-2019,119,151,-1,826.8346083,0,Pocillopora,dead,none
2018-2019,658,152,-1,5.652202723,0,Acropora,dead,none
2018-2019,659,154,-1,87.00481865,0,Pocillopora_dead,dead,none
2018-2019,660,157,-1,54.05585387,0,Pocillopora,dead,none
2018-2019,124,159,-1,61.27218817,0,Pocillopora,dead,none
2018-2019,127,163,-1,32.87786788,0,Acropora,dead,none
2018-2019,661,165,-1,13.50840902,0,Pocillopora,dead,none
2018-2019,126,167,-1,529.1252702,0,Pocillopora,dead,none
2018-2019,662,168,-1,83.93876528,0,Pocillopora_dead,dead,none
2018-2019,146,174,-1,104.5479762,0,Pocillopora,dead,none
2018-2019,663,176,-1,57.50849658,0,Pocillopora_dead,dead,none
2018-2019,140,181,-1,81.93027815,0,Acropora,dead,none
2018-2019,665,183,-1,35.60176747,0,Pocillopora_dead,dead,none
2018-2019,666,184,-1,16.51669617,0,Pocillopora_dead,dead,none
2018-2019,141,185,-1,264.3871146,0,Acropora,dead,none
2018-2019,667,186,-1,82.71234394,0,Pocillopora,dead,none
2018-2019,58,188,-1,55.31782366,0,Pocillopora_dead,dead,none
2018-2019,153,189,-1,293.3546536,0,Pocillopora,dead,none
2018-2019,144,191,-1,520.1448443,0,Pocillopora,dead,none
2018-2019,668,195,-1,33.526627,0,Pocillopora_dead,dead,none
2018-2019,670,201,-1,23.97298246,0,Pocillopora_dead,dead,none
2018-2019,159,202,-1,582.6390103,0,Pocillopora,dead,none
2018-2019,137,208,-1,290.4219069,0,Pocillopora,dead,none
2018-2019,157,209,-1,43.02250532,0,Pocillopora,dead,none
2018-2019,671,210,-1,47.47939159,0,Pocillopora_dead,dead,none
2018-2019,164,211,-1,56.14876856,0,Pocillopora_dead,dead,none
2018-2019,161,213,-1,58.9970877,0,Pocillopora_dead,dead,none
2018-2019,672,217,-1,70.02154914,0,Pocillopora_dead,dead,none
2018-2019,167,221,-1,357.9284036,0,Pocillopora,dead,none
2018-2019,175,230,-1,975.6448418,0,Pocillopora,dead,none
2018-2019,173,232,-1,257.7262248,0,Pocillopora,dead,none
2018-2019,674,233,-1,101.9307219,0,Pocillopora_dead,dead,none
2018-2019,675,235,-1,9.758048098,0,Pocillopora_dead,dead,none
2018-2019,179,237,-1,896.5717699,0,Pocillopora,dead,none
2018-2019,676,239,-1,18.52073974,0,Pocillopora_dead,dead,none
2018-2019,183,242,-1,261.3877146,0,Pocillopora,dead,none
2018-2019,171,243,-1,792.090447,0,Pocillopora,dead,none
2018-2019,180,244,-1,97.95373965,0,Pocillopora,dead,none
2018-2019,181,245,-1,120.758067,0,Pocillopora_dead,dead,none
2018-2019,176,249,-1,24.96833892,0,Pocillopora_dead,dead,none
2018-2019,678,252,-1,20.99580021,0,Pocillopora_dead,dead,none
2018-2019,679,254,-1,110.9822447,0,Pocillopora_dead,dead,none
2018-2019,680,255,-1,11.53102678,0,Pocillopora_dead,dead,none
2018-2019,193,256,-1,793.050255,0,Pocillopora,dead,none
2018-2019,196,258,-1,578.7331249,0,Pocillopora,dead,none
2018-2019,190,260,-1,181.3370605,0,Pocillopora,dead,none
2018-2019,683,266,-1,80.85049414,0,Pocillopora_dead,dead,none
2018-2019,200,269,-1,359.403664,0,Pocillopora,dead,none
2018-2019,686,272,-1,10.84671922,0,Pocillopora,dead,none
2018-2019,687,273,-1,49.5100965,0,Pocillopora_dead,dead,none
2018-2019,688,277,-1,88.32455466,0,Pocillopora,dead,none
2018-2019,206,278,-1,979.5107351,0,Pocillopora,dead,none
2018-2019,689,279,-1,8.527183196,0,Pocillopora_dead,dead,none
2018-2019,210,281,-1,249.8789056,0,Acropora,dead,none
2018-2019,690,283,-1,141.3095116,0,Pocillopora,dead,none
2018-2019,191,286,-1,101.7974152,0,Pocillopora_dead,dead,none
2018-2019,215,288,-1,454.7490365,0,Pocillopora,dead,none
2018-2019,213,289,-1,666.8843809,0,Pocillopora,dead,none
2018-2019,692,294,-1,214.4415497,0,Pocillopora_dead,dead,none
2018-2019,693,296,-1,13.11293258,0,Pocillopora,dead,none
2018-2019,219,297,-1,88.36899022,0,Pocillopora,dead,none
2018-2019,221,299,-1,277.7755477,0,Acropora,dead,none
2018-2019,225,301,-1,47.17278625,0,Pocillopora_dead,dead,none
2018-2019,224,302,-1,506.0010068,0,Pocillopora,dead,none
2018-2019,695,304,-1,18.37410241,0,Pocillopora_dead,dead,none
2018-2019,696,306,-1,12.85520635,0,Pocillopora_dead,dead,none
2018-2019,218,309,-1,137.6080298,0,Pocillopora,dead,none
2018-2019,698,315,-1,54.0736281,0,Pocillopora,dead,none
2018-2019,249,316,-1,880.6105181,0,Pocillopora,dead,none
2018-2019,529,317,-1,99.57119388,0,Acropora,dead,none
2018-2019,699,319,-1,6.678664067,0,Acropora,dead,none
2018-2019,234,322,-1,19.62274153,0,Pocillopora,dead,none
2018-2019,700,324,-1,64.21382198,0,Pocillopora_dead,dead,none
2018-2019,237,325,-1,203.399314,0,Pocillopora,dead,none
2018-2019,242,327,-1,481.2859506,0,Pocillopora,dead,none
2018-2019,244,328,-1,781.6525349,0,Pocillopora,dead,none
2018-2019,240,329,-1,1034.090929,0,Pocillopora,dead,none
2018-2019,701,330,-1,56.47314812,0,Pocillopora_dead,dead,none
2018-2019,243,331,-1,218.6851453,0,Acropora,dead,none
2018-2019,246,332,-1,779.1597002,0,Pocillopora,dead,none
2018-2019,231,335,-1,59.77470993,0,Pocillopora,dead,none
2018-2019,580,336,-1,43.89344222,0,Acropora,dead,none
2018-2019,254,338,-1,1008.069467,0,Acropora,dead,none
2018-2019,256,341,-1,429.2785758,0,Acropora,dead,none
2018-2019,260,344,-1,217.2498768,0,Pocillopora,dead,none
2018-2019,259,347,-1,274.1984854,0,Acropora,dead,none
2018-2019,702,348,-1,40.14308129,0,Pocillopora_dead,dead,none
2018-2019,703,349,-1,77.0112621,0,Pocillopora_dead,dead,none
2018-2019,705,353,-1,68.76402291,0,Pocillopora,dead,none
2018-2019,261,355,-1,469.3372296,0,Pocillopora,dead,none
2018-2019,265,356,-1,520.158175,0,Pocillopora,dead,none
2018-2019,264,357,-1,473.7008012,0,Pocillopora,dead,none
2018-2019,270,365,-1,141.4517054,0,Acropora,dead,none
2018-2019,706,366,-1,56.67755168,0,Pocillopora_dead,dead,none
2018-2019,273,368,-1,97.35385964,0,Pocillopora_dead,dead,none
2018-2019,275,372,-1,683.5832628,0,Pocillopora,dead,none
2018-2019,279,373,-1,194.3877833,0,Pocillopora,dead,none
2018-2019,285,375,-1,822.2444153,0,Pocillopora,dead,none
2018-2019,707,384,-1,63.16958641,0,Acropora,dead,none
2018-2019,261,389,-1,46.05301024,0,Pocillopora,dead,none
2018-2019,709,391,-1,11.97093879,0,Pocillopora_dead,dead,none
2018-2019,261,392,-1,161.9187225,0,Pocillopora,dead,none
2018-2019,302,399,-1,636.8103966,0,Pocillopora,dead,none
2018-2019,297,405,-1,62.26310107,0,Pocillopora,dead,none
2018-2019,304,406,-1,676.8779374,0,Pocillopora,dead,none
2018-2019,711,409,-1,2.052922687,0,Pocillopora,dead,none
2018-2019,312,414,-1,381.7058696,0,Pocillopora,dead,none
2018-2019,318,415,-1,1156.715289,0,Pocillopora,dead,none
2018-2019,324,419,-1,138.7766849,0,Pocillopora,dead,none
2018-2019,319,421,-1,372.0144748,0,Pocillopora,dead,none
2018-2019,317,422,-1,400.799828,0,Acropora,dead,none
2018-2019,608,423,-1,97.6382472,0,Pocillopora,dead,none
2018-2019,712,426,-1,105.5077842,0,Pocillopora_dead,dead,none
2018-2019,713,427,-1,1.635228461,0,Pocillopora_dead,dead,none
2018-2019,321,428,-1,224.3817836,0,Pocillopora,dead,none
2018-2019,322,429,-1,668.1285765,0,Pocillopora,dead,none
2018-2019,714,430,-1,26.86573716,0,Pocillopora_dead,dead,none
2018-2019,328,434,-1,30.9049292,0,Pocillopora,dead,none
2018-2019,331,435,-1,168.3485475,0,Acropora,dead,none
2018-2019,333,438,-1,304.7923657,0,Pocillopora,dead,none
2018-2019,289,441,-1,27.11901983,0,Pocillopora_dead,dead,none
2018-2019,338,444,-1,105.1123077,0,Pocillopora,dead,none
2018-2019,340,446,-1,225.137188,0,Pocillopora,dead,none
2018-2019,342,448,-1,511.3021687,0,Pocillopora,dead,none
2018-2019,717,449,-1,90.60854224,0,Pocillopora,dead,none
2018-2019,346,450,-1,807.5406899,0,Pocillopora,dead,none
2018-2019,719,455,-1,42.63591598,0,Pocillopora_dead,dead,none
2018-2019,319,457,-1,46.95949558,0,Pocillopora,dead,none
2018-2019,345,458,-1,76.64244699,0,Pocillopora,dead,none
2018-2019,720,459,-1,92.25265781,0,Pocillopora,dead,none
2018-2019,721,461,-1,136.1416565,0,Pocillopora_dead,dead,none
2018-2019,722,463,-1,30.10508919,0,Pocillopora_dead,dead,none
2018-2019,354,465,-1,137.6569089,0,Pocillopora_dead,dead,none
2018-2019,352,467,-1,329.3341233,0,Pocillopora,dead,none
2018-2019,358,468,-1,181.6303351,0,Pocillopora,dead,none
2018-2019,724,469,-1,22.07558422,0,Pocillopora_dead,dead,none
2018-2019,353,470,-1,68.38632068,0,Pocillopora,dead,none
2018-2019,725,474,-1,16.04123572,0,Pocillopora_dead,dead,none
2018-2019,344,475,-1,3.73703026,0,Pocillopora,dead,none
2018-2019,357,478,-1,207.1319007,0,Pocillopora,dead,none
2018-2019,726,480,-1,11.35772811,0,Pocillopora_dead,dead,none
2018-2019,727,482,-1,157.8750869,0,Pocillopora_dead,dead,none
2018-2019,728,483,-1,36.62378526,0,Pocillopora_dead,dead,none
2018-2019,365,484,-1,251.9184976,0,Pocillopora,dead,none
2018-2019,368,486,-1,681.4236948,0,Pocillopora,dead,none
2018-2019,367,487,-1,343.775679,0,Pocillopora,dead,none
2018-2019,366,488,-1,162.6830141,0,Pocillopora,dead,none
2018-2019,729,490,-1,26.1814296,0,Pocillopora_dead,dead,none
2018-2019,370,492,-1,661.7387435,0,Pocillopora,dead,none
2018-2019,359,493,-1,19.9160162,0,Pocillopora,dead,none
2018-2019,731,497,-1,50.33659784,0,Pocillopora_dead,dead,none
2018-2019,732,499,-1,6.434268509,0,Pocillopora_dead,dead,none
2018-2019,733,500,-1,30.28727497,0,Pocillopora_dead,dead,none
2018-2019,376,503,-1,186.6071174,0,Pocillopora,dead,none
2018-2019,361,504,-1,249.5545261,0,Pocillopora,dead,none
2018-2019,382,505,-1,523.6197048,0,Pocillopora,dead,none
2018-2019,380,507,-1,177.8755307,0,Acropora,dead,none
2018-2019,289,508,-1,227.0879089,0,Pocillopora,dead,none
2018-2019,735,511,-1,19.15616819,0,Pocillopora_dead,dead,none
2018-2019,386,513,-1,124.757267,0,Pocillopora,dead,none
2018-2019,388,515,-1,40.61409818,0,Acropora,dead,none
2018-2019,387,516,-1,599.6578282,0,Pocillopora,dead,none
2018-2019,390,517,-1,272.1100143,0,Pocillopora,dead,none
2018-2019,737,520,-1,39.40545106,0,Pocillopora_dead,dead,none
2018-2019,391,522,-1,279.6196232,0,Pocillopora,dead,none
2018-2019,738,523,-1,26.23030871,0,Pocillopora_dead,dead,none
2018-2019,607,524,-1,721.8245023,0,Pocillopora,dead,none
2018-2019,395,525,-1,375.3382544,0,Pocillopora,dead,none
2018-2019,399,528,-1,103.3615468,0,Pocillopora,dead,none
2018-2019,739,530,-1,134.9507836,0,Pocillopora_dead,dead,none
2018-2019,740,532,-1,11.73543034,0,Pocillopora_dead,dead,none
2018-2019,289,533,-1,3.323779589,0,Pocillopora,dead,none
2018-2019,379,536,-1,71.0968896,0,Pocillopora_dead,dead,none
2018-2019,404,537,-1,90.6129858,0,Pocillopora,dead,none
2018-2019,407,538,-1,287.0492482,0,Pocillopora,dead,none
2018-2019,408,539,-1,316.1456503,0,Pocillopora,dead,none
2018-2019,405,540,-1,59.01041837,0,Pocillopora,dead,none
2018-2019,308,542,-1,612.0820097,0,Pocillopora,dead,none
2018-2019,741,544,-1,47.84376315,0,Pocillopora_dead,dead,none
2018-2019,412,548,-1,94.13228183,0,Pocillopora,dead,none
2018-2019,414,549,-1,170.4148008,0,Pocillopora,dead,none
2018-2019,743,550,-1,22.30664911,0,Pocillopora,dead,none
2018-2019,422,553,-1,174.7072755,0,Pocillopora,dead,none
2018-2019,421,558,-1,402.0484671,0,Pocillopora,dead,none
2018-2019,745,559,-1,21.39572021,0,Pocillopora_dead,dead,none
2018-2019,420,560,-1,40.26305729,0,Pocillopora,dead,none
2018-2019,398,561,-1,53.51818365,0,Pocillopora,dead,none
2018-2019,429,570,-1,29.1230634,0,Pocillopora_dead,dead,none
2018-2019,426,573,-1,119.8471381,0,Pocillopora,dead,none
2018-2019,433,574,-1,411.548789,0,Pocillopora,dead,none
